154.72.44.0/29	971659862263988236	6	58	1	1	0
154.72.44.32/28	971659862263988237	6	58	1	1	0
36.248.12.32/27	971659862263988238	3	44	4	3	0
183.232.130.240/28	971659862263988239	2	50	4	3	0
121.201.26.120/29	971659862263988240	2	49	4	3	0
124.239.182.24/29	971659862263988241	4	55	4	3	0
111.26.142.0/29	971659862263988242	2	219	4	3	0
120.132.28.64/26	971659862263988243	4	46	4	3	0
117.169.88.0/28	971659862263988244	2	54	4	3	0
117.177.243.0/26	971659862263988245	2	15	4	3	0
117.177.243.32/26	971659862263988246	2	15	4	3	0
103.36.29.0/24	971659862263988247	3	410	4	3	0
121.59.17.0/27	971659862263988248	6	60	3	2	0
121.59.17.64/28	971659862263988249	6	60	3	2	0
121.59.17.34/27	971659862263988250	6	60	3	2	0
113.215.10.192/26	971659862263988251	6	72	4	3	0
113.215.10.0/27	971659862268182528	6	16	4	3	0
218.108.133.96/27	971659862268182529	6	16	4	3	0
106.119.0.241/28	971659862268182530	4	55	4	3	0
58.240.53.192/28	971659862268182531	3	73	4	3	0
211.155.80.112/28	971659862268182532	6	383	4	3	0
111.11.0.0/23	971659862268182533	2	5	3	2	0
111.11.2.0/23	971659862268182534	2	5	3	2	0
111.11.4.0/22	971659862268182535	2	5	3	2	0
111.11.80.0/23	971659862268182536	2	5	3	2	0
111.11.120.0/22	971659862268182537	2	5	3	2	0
111.11.124.0/22	971659862268182538	2	5	3	2	0
111.61.0.0/16	971659862268182539	2	5	3	2	0
111.62.0.0/16	971659862268182540	2	5	3	2	0
111.63.133.0/24	971659862268182541	2	5	3	2	0
111.63.134.0/24	971659862268182542	2	5	3	2	0
111.63.135.0/24	971659862268182543	2	5	3	2	0
111.63.136.0/24	971659862268182544	2	5	3	2	0
111.63.139.0/24	971659862268182545	2	5	3	2	0
111.63.140.0/22	971659862268182546	2	5	3	2	0
112.53.192.0/20	971659862268182547	2	5	3	2	0
112.54.104.0/21	971659862268182548	2	5	3	2	0
117.132.147.0/24	971659862268182549	2	5	3	2	0
117.132.148.0/24	971659862268182550	2	5	3	2	0
117.132.149.0/24	971659862268182551	2	5	3	2	0
117.136.2.0/24	971659862268182552	2	5	3	2	0
117.136.47.0/24	971659862268182553	2	5	3	2	0
120.211.0.0/16	971659862272376832	2	5	3	2	0
183.196.0.0/16	971659862272376833	2	5	3	2	0
183.197.0.0/16	971659862272376834	2	5	3	2	0
183.198.0.0/18	971659862272376835	2	5	3	2	0
183.198.64.0/18	971659862272376836	2	5	3	2	0
183.198.128.0/21	971659862272376837	2	5	3	2	0
183.199.0.0/16	971659862272376838	2	5	3	2	0
211.138.0.0/23	971659862272376839	2	5	3	2	0
211.138.2.0/24	971659862272376840	2	5	3	2	0
211.138.6.0/24	971659862272376841	2	5	3	2	0
211.138.7.80/28	971659862272376842	2	5	3	2	0
211.138.7.120/29	971659862272376843	2	5	3	2	0
211.138.7.128/28	971659862272376844	2	5	3	2	0
211.138.8.0/28	971659862272376845	2	5	3	2	0
211.138.8.16/29	971659862272376846	2	5	3	2	0
211.138.8.24/29	971659862272376847	2	5	3	2	0
211.138.8.32/30	971659862272376848	2	5	3	2	0
211.138.8.44/30	971659862272376849	2	5	3	2	0
211.138.8.48/29	971659862272376850	2	5	3	2	0
211.138.8.72/29	971659862272376851	2	5	3	2	0
211.138.8.100/30	971659862272376852	2	5	3	2	0
211.138.8.104/30	971659862272376853	2	5	3	2	0
211.138.9.0/26	971659862272376854	2	5	3	2	0
211.138.9.64/28	971659862272376855	2	5	3	2	0
211.138.9.80/28	971659862272376856	2	5	3	2	0
211.138.9.96/30	971659862272376857	2	5	3	2	0
211.138.9.100/30	971659862272376858	2	5	3	2	0
211.138.9.104/30	971659862272376859	2	5	3	2	0
211.138.9.108/30	971659862272376860	2	5	3	2	0
211.138.9.112/30	971659862276571136	2	5	3	2	0
211.138.9.232/29	971659862276571137	2	5	3	2	0
211.138.9.240/29	971659862276571138	2	5	3	2	0
211.138.9.248/29	971659862276571139	2	5	3	2	0
211.138.10.0/29	971659862276571140	2	5	3	2	0
211.138.10.148/30	971659862276571141	2	5	3	2	0
211.138.10.240/28	971659862276571142	2	5	3	2	0
211.138.11.0/24	971659862276571143	2	5	3	2	0
211.138.12.0/24	971659862276571144	2	5	3	2	0
211.138.13.0/24	971659862276571145	2	5	3	2	0
211.138.14.100/30	971659862276571146	2	5	3	2	0
211.138.14.104/29	971659862276571147	2	5	3	2	0
211.138.14.124/30	971659862276571148	2	5	3	2	0
211.138.14.128/26	971659862276571149	2	5	3	2	0
211.138.14.192/28	971659862276571150	2	5	3	2	0
211.138.15.0/29	971659862276571151	2	5	3	2	0
211.138.15.8/29	971659862276571152	2	5	3	2	0
211.138.15.16/29	971659862276571153	2	5	3	2	0
211.138.15.104/29	971659862276571154	2	5	3	2	0
211.138.15.152/29	971659862276571155	2	5	3	2	0
211.138.15.160/28	971659862276571156	2	5	3	2	0
211.138.15.176/29	971659862276571157	2	5	3	2	0
211.143.48.0/24	971659862276571158	2	5	3	2	0
211.143.49.0/24	971659862276571159	2	5	3	2	0
211.143.54.0/24	971659862276571160	2	5	3	2	0
211.143.55.140/30	971659862276571161	2	5	3	2	0
211.143.55.192/27	971659862276571162	2	5	3	2	0
211.143.55.224/27	971659862276571163	2	5	3	2	0
211.143.56.0/24	971659862280765440	2	5	3	2	0
211.143.57.56/29	971659862280765441	2	5	3	2	0
211.143.57.120/29	971659862280765442	2	5	3	2	0
211.143.57.128/28	971659862280765443	2	5	3	2	0
211.143.57.144/29	971659862280765444	2	5	3	2	0
211.143.57.152/29	971659862280765445	2	5	3	2	0
211.143.57.160/29	971659862280765446	2	5	3	2	0
211.143.57.184/29	971659862280765447	2	5	3	2	0
211.143.57.192/26	971659862280765448	2	5	3	2	0
211.143.58.0/30	971659862280765449	2	5	3	2	0
211.143.58.4/30	971659862280765450	2	5	3	2	0
211.143.58.32/27	971659862280765451	2	5	3	2	0
211.143.58.224/28	971659862280765452	2	5	3	2	0
211.143.58.240/28	971659862280765453	2	5	3	2	0
211.143.59.0/24	971659862280765454	2	5	3	2	0
211.143.60.0/25	971659862280765455	2	5	3	2	0
211.143.98.0/24	971659862280765456	2	5	3	2	0
211.143.109.0/24	971659862280765457	2	5	3	2	0
218.207.64.0/24	971659862280765458	2	5	3	2	0
218.207.65.12/30	971659862280765459	2	5	3	2	0
218.207.65.16/28	971659862280765460	2	5	3	2	0
218.207.65.32/29	971659862280765461	2	5	3	2	0
218.207.65.96/27	971659862280765462	2	5	3	2	0
218.207.67.192/27	971659862280765463	2	5	3	2	0
218.207.67.224/27	971659862280765464	2	5	3	2	0
218.207.68.0/24	971659862280765465	2	5	3	2	0
218.207.69.112/29	971659862280765466	2	5	3	2	0
218.207.69.120/29	971659862280765467	2	5	3	2	0
218.207.69.128/25	971659862284959744	2	5	3	2	0
218.207.70.240/28	971659862284959745	2	5	3	2	0
218.207.75.0/24	971659862284959746	2	5	3	2	0
218.207.76.0/24	971659862284959747	2	5	3	2	0
218.207.77.0/24	971659862284959748	2	5	3	2	0
218.207.78.0/24	971659862284959749	2	5	3	2	0
218.207.90.0/23	971659862284959750	2	5	3	2	0
218.207.93.144/28	971659862284959751	2	5	3	2	0
218.207.94.0/23	971659862284959752	2	5	3	2	0
221.177.8.0/21	971659862284959753	2	5	3	2	0
221.177.196.0/23	971659862284959754	2	5	3	2	0
223.103.13.0/24	971659862284959755	2	5	3	2	0
223.104.13.0/24	971659862284959756	2	5	3	2	0
111.19.0.0/17	971659862284959757	2	6	3	2	0
111.19.128.0/17	971659862284959758	2	6	3	2	0
111.20.0.0/19	971659862284959759	2	6	3	2	0
111.20.35.0/28	971659862284959760	2	6	3	2	0
111.20.35.16/29	971659862284959761	2	6	3	2	0
111.20.36.0/22	971659862284959762	2	6	3	2	0
111.20.40.0/27	971659862284959763	2	6	3	2	0
111.20.40.32/27	971659862284959764	2	6	3	2	0
111.20.42.0/26	971659862284959765	2	6	3	2	0
111.20.240.0/24	971659862284959766	2	6	3	2	0
111.20.241.0/24	971659862284959767	2	6	3	2	0
111.20.242.0/24	971659862289154048	2	6	3	2	0
111.20.243.0/24	971659862289154049	2	6	3	2	0
111.20.244.0/24	971659862289154050	2	6	3	2	0
111.20.245.0/24	971659862289154051	2	6	3	2	0
111.20.246.0/24	971659862289154052	2	6	3	2	0
111.20.247.0/24	971659862289154053	2	6	3	2	0
111.20.248.0/24	971659862289154054	2	6	3	2	0
111.20.249.0/24	971659862289154055	2	6	3	2	0
111.20.250.0/24	971659862289154056	2	6	3	2	0
111.20.251.0/24	971659862289154057	2	6	3	2	0
111.20.252.0/24	971659862289154058	2	6	3	2	0
111.20.253.0/24	971659862289154059	2	6	3	2	0
111.20.254.0/23	971659862289154060	2	6	3	2	0
111.20.32.0/24	971659862289154061	2	6	3	2	0
112.54.64.0/20	971659862289154062	2	6	3	2	0
117.136.25.0/24	971659862289154063	2	6	3	2	0
117.136.50.0/23	971659862289154064	2	6	3	2	0
117.136.86.0/23	971659862289154065	2	6	3	2	0
120.192.198.0/24	971659862289154066	2	6	3	2	0
120.192.199.0/24	971659862289154067	2	6	3	2	0
120.192.200.0/24	971659862289154068	2	6	3	2	0
120.192.249.0/24	971659862289154069	2	6	3	2	0
211.137.122.0/23	971659862289154070	2	6	3	2	0
211.137.142.0/24	971659862289154071	2	6	3	2	0
211.137.143.0/24	971659862289154072	2	6	3	2	0
218.200.0.0/18	971659862289154073	2	6	3	2	0
221.177.176.0/22	971659862289154074	2	6	3	2	0
223.103.11.0/24	971659862293348352	2	6	3	2	0
223.104.11.0/24	971659862293348353	2	6	3	2	0
223.104.29.0/24	971659862293348354	2	7	3	2	0
111.14.24.0/21	971659862293348355	2	7	3	2	0
111.14.32.0/21	971659862293348356	2	7	3	2	0
111.14.40.0/21	971659862293348357	2	7	3	2	0
111.14.48.0/20	971659862293348358	2	7	3	2	0
111.14.64.0/21	971659862293348359	2	7	3	2	0
111.14.72.0/21	971659862293348360	2	7	3	2	0
111.14.128.0/20	971659862293348361	2	7	3	2	0
111.14.208.0/20	971659862293348362	2	7	3	2	0
111.14.224.0/21	971659862293348363	2	7	3	2	0
111.14.232.0/21	971659862293348364	2	7	3	2	0
111.14.240.0/20	971659862293348365	2	7	3	2	0
111.15.0.0/20	971659862293348366	2	7	3	2	0
111.15.16.0/21	971659862293348367	2	7	3	2	0
111.15.24.0/21	971659862293348368	2	7	3	2	0
111.15.32.0/20	971659862293348369	2	7	3	2	0
111.15.112.0/20	971659862293348370	2	7	3	2	0
111.15.128.0/20	971659862293348371	2	7	3	2	0
111.15.144.0/21	971659862293348372	2	7	3	2	0
111.15.152.0/21	971659862293348373	2	7	3	2	0
111.15.224.0/20	971659862293348374	2	7	3	2	0
111.15.240.0/20	971659862293348375	2	7	3	2	0
111.16.48.0/21	971659862293348376	2	7	3	2	0
111.34.48.0/20	971659862293348377	2	7	3	2	0
111.34.64.0/20	971659862293348378	2	7	3	2	0
111.34.80.0/21	971659862293348379	2	7	3	2	0
111.34.176.0/20	971659862293348380	2	7	3	2	0
111.34.192.0/20	971659862293348381	2	7	3	2	0
111.34.208.0/20	971659862297542656	2	7	3	2	0
111.34.224.0/20	971659862297542657	2	7	3	2	0
111.34.240.0/20	971659862297542658	2	7	3	2	0
111.35.0.0/21	971659862297542659	2	7	3	2	0
111.35.8.0/21	971659862297542660	2	7	3	2	0
111.35.16.0/21	971659862297542661	2	7	3	2	0
111.35.176.0/20	971659862297542662	2	7	3	2	0
111.35.240.0/20	971659862297542663	2	7	3	2	0
111.36.0.0/19	971659862297542664	2	7	3	2	0
111.36.32.0/19	971659862297542665	2	7	3	2	0
111.36.224.0/20	971659862297542666	2	7	3	2	0
111.36.240.0/20	971659862297542667	2	7	3	2	0
111.37.0.0/20	971659862297542668	2	7	3	2	0
111.37.112.0/20	971659862297542669	2	7	3	2	0
111.37.128.0/17	971659862297542670	2	7	3	2	0
112.6.0.0/15	971659862297542671	2	7	3	2	0
112.8.0.0/15	971659862297542672	2	7	3	2	0
112.36.0.0/20	971659862297542673	2	7	3	2	0
112.36.16.0/20	971659862297542674	2	7	3	2	0
112.36.32.0/21	971659862297542675	2	7	3	2	0
112.36.40.0/21	971659862297542676	2	7	3	2	0
112.36.144.0/20	971659862297542677	2	7	3	2	0
112.37.0.0/20	971659862297542678	2	7	3	2	0
112.37.16.0/20	971659862297542679	2	7	3	2	0
112.37.32.0/20	971659862297542680	2	7	3	2	0
112.37.48.0/20	971659862297542681	2	7	3	2	0
112.37.176.0/20	971659862297542682	2	7	3	2	0
112.53.64.0/19	971659862297542683	2	7	3	2	0
112.54.80.0/21	971659862297542684	2	7	3	2	0
117.132.8.0/21	971659862297542685	2	7	3	2	0
117.132.0.0/21	971659862301736960	2	7	3	2	0
117.132.16.0/20	971659862301736961	2	7	3	2	0
117.132.32.0/19	971659862301736962	2	7	3	2	0
117.132.64.0/20	971659862301736963	2	7	3	2	0
117.132.80.0/20	971659862301736964	2	7	3	2	0
117.136.9.0/24	971659862301736965	2	7	3	2	0
117.136.37.0/24	971659862301736966	2	7	3	2	0
117.136.92.0/22	971659862301736967	2	7	3	2	0
120.192.0.0/20	971659862301736968	2	7	3	2	0
120.192.16.0/23	971659862301736969	2	7	3	2	0
120.192.18.0/23	971659862301736970	2	7	3	2	0
120.192.20.0/23	971659862301736971	2	7	3	2	0
120.192.22.0/24	971659862301736972	2	7	3	2	0
120.192.23.0/24	971659862301736973	2	7	3	2	0
120.192.24.0/24	971659862301736974	2	7	3	2	0
120.192.25.0/24	971659862301736975	2	7	3	2	0
120.192.26.0/23	971659862301736976	2	7	3	2	0
120.192.28.0/22	971659862301736977	2	7	3	2	0
120.192.32.0/21	971659862301736978	2	7	3	2	0
120.192.40.0/23	971659862301736979	2	7	3	2	0
120.192.42.0/27	971659862301736980	2	7	3	2	0
120.192.42.32/27	971659862301736981	2	7	3	2	0
120.192.42.64/26	971659862301736982	2	7	3	2	0
120.192.42.128/25	971659862301736983	2	7	3	2	0
120.192.43.0/24	971659862301736984	2	7	3	2	0
120.192.44.0/23	971659862301736985	2	7	3	2	0
120.192.46.0/25	971659862301736986	2	7	3	2	0
120.192.46.128/25	971659862301736987	2	7	3	2	0
120.192.47.0/26	971659862301736988	2	7	3	2	0
120.192.47.64/26	971659862305931264	2	7	3	2	0
120.192.47.128/25	971659862305931265	2	7	3	2	0
120.192.58.0/23	971659862305931266	2	7	3	2	0
120.192.60.0/23	971659862305931267	2	7	3	2	0
120.192.62.0/23	971659862305931268	2	7	3	2	0
120.192.64.0/21	971659862305931269	2	7	3	2	0
120.192.72.0/22	971659862305931270	2	7	3	2	0
120.192.80.188/30	971659862305931271	2	7	3	2	0
120.192.82.0/28	971659862305931272	2	7	3	2	0
120.192.82.16/28	971659862305931273	2	7	3	2	0
120.192.84.192/29	971659862305931274	2	7	3	2	0
120.192.85.104/29	971659862305931275	2	7	3	2	0
120.192.86.0/27	971659862305931276	2	7	3	2	0
120.192.86.32/27	971659862305931277	2	7	3	2	0
120.192.86.64/26	971659862305931278	2	7	3	2	0
120.192.86.128/26	971659862305931279	2	7	3	2	0
120.192.86.192/26	971659862305931280	2	7	3	2	0
120.192.87.0/25	971659862305931281	2	7	3	2	0
120.192.89.64/26	971659862305931282	2	7	3	2	0
120.192.90.96/28	971659862305931283	2	7	3	2	0
120.192.90.160/28	971659862305931284	2	7	3	2	0
120.192.90.176/28	971659862305931285	2	7	3	2	0
120.192.90.192/26	971659862305931286	2	7	3	2	0
120.192.91.0/24	971659862305931287	2	7	3	2	0
120.192.92.0/26	971659862305931288	2	7	3	2	0
120.192.92.176/28	971659862305931289	2	7	3	2	0
120.192.92.192/26	971659862310125568	2	7	3	2	0
120.192.95.96/28	971659862310125569	2	7	3	2	0
120.192.96.0/22	971659862310125570	2	7	3	2	0
120.192.100.0/23	971659862310125571	2	7	3	2	0
120.192.102.0/23	971659862310125572	2	7	3	2	0
120.192.114.0/23	971659862310125573	2	7	3	2	0
120.192.117.128/25	971659862310125574	2	7	3	2	0
120.192.118.0/23	971659862310125575	2	7	3	2	0
120.192.120.0/21	971659862310125576	2	7	3	2	0
120.192.160.0/23	971659862310125577	2	7	3	2	0
120.192.162.0/24	971659862310125578	2	7	3	2	0
120.192.166.0/23	971659862310125579	2	7	3	2	0
120.192.168.0/23	971659862310125580	2	7	3	2	0
120.192.170.0/23	971659862310125581	2	7	3	2	0
120.192.172.0/23	971659862310125582	2	7	3	2	0
120.221.0.0/23	971659862310125583	2	7	3	2	0
120.221.6.0/23	971659862310125584	2	7	3	2	0
120.221.8.0/21	971659862310125585	2	7	3	2	0
120.221.26.0/25	971659862310125586	2	7	3	2	0
211.137.183.0/27	971659862310125587	2	7	3	2	0
211.137.200.0/21	971659862310125588	2	7	3	2	0
218.201.96.0/23	971659862310125589	2	7	3	2	0
218.201.128.96/28	971659862310125590	2	7	3	2	0
218.201.128.112/28	971659862310125591	2	7	3	2	0
218.201.128.128/25	971659862310125592	2	7	3	2	0
218.201.142.192/26	971659862310125593	2	7	3	2	0
218.201.166.0/23	971659862310125594	2	7	3	2	0
218.201.168.192/26	971659862310125595	2	7	3	2	0
218.201.169.0/24	971659862310125596	2	7	3	2	0
218.201.170.0/23	971659862310125597	2	7	3	2	0
218.201.172.0/23	971659862310125598	2	7	3	2	0
218.201.174.0/23	971659862314319872	2	7	3	2	0
218.201.176.0/22	971659862314319873	2	7	3	2	0
218.201.183.128/25	971659862314319874	2	7	3	2	0
218.201.184.0/22	971659862314319875	2	7	3	2	0
218.201.188.0/23	971659862314319876	2	7	3	2	0
218.201.190.0/24	971659862314319877	2	7	3	2	0
218.201.191.0/24	971659862314319878	2	7	3	2	0
221.177.48.0/21	971659862314319879	2	7	3	2	0
223.78.0.0/18	971659862314319880	2	7	3	2	0
223.78.64.0/19	971659862314319881	2	7	3	2	0
223.78.96.0/20	971659862314319882	2	7	3	2	0
223.78.112.0/20	971659862314319883	2	7	3	2	0
223.78.128.0/18	971659862314319884	2	7	3	2	0
223.78.192.0/19	971659862314319885	2	7	3	2	0
223.78.224.0/20	971659862314319886	2	7	3	2	0
223.78.240.0/20	971659862314319887	2	7	3	2	0
223.79.0.0/17	971659862314319888	2	7	3	2	0
223.79.128.0/18	971659862314319889	2	7	3	2	0
223.79.192.0/18	971659862314319890	2	7	3	2	0
223.80.96.0/20	971659862314319891	2	7	3	2	0
223.81.0.0/18	971659862314319892	2	7	3	2	0
223.81.64.0/20	971659862314319893	2	7	3	2	0
223.96.96.0/19	971659862314319894	2	7	3	2	0
223.96.208.0/20	971659862314319895	2	7	3	2	0
223.96.224.0/19	971659862314319896	2	7	3	2	0
223.97.0.0/20	971659862314319897	2	7	3	2	0
223.97.16.0/20	971659862314319898	2	7	3	2	0
223.97.32.0/20	971659862314319899	2	7	3	2	0
223.97.48.0/20	971659862314319900	2	7	3	2	0
223.97.64.0/20	971659862314319901	2	7	3	2	0
223.97.112.0/20	971659862314319902	2	7	3	2	0
223.98.48.0/20	971659862314319903	2	7	3	2	0
223.98.64.0/20	971659862318514176	2	7	3	2	0
223.98.80.0/20	971659862318514177	2	7	3	2	0
223.98.96.0/20	971659862318514178	2	7	3	2	0
223.98.176.0/21	971659862318514179	2	7	3	2	0
223.98.184.0/21	971659862318514180	2	7	3	2	0
223.98.192.0/20	971659862318514181	2	7	3	2	0
223.99.10.0/23	971659862318514182	2	7	3	2	0
223.99.17.0/24	971659862318514183	2	7	3	2	0
223.99.159.128/27	971659862318514184	2	7	3	2	0
223.99.160.0/20	971659862318514185	2	7	3	2	0
223.99.176.0/20	971659862318514186	2	7	3	2	0
223.99.192.0/19	971659862318514187	2	7	3	2	0
223.99.224.0/22	971659862318514188	2	7	3	2	0
223.99.228.0/25	971659862318514189	2	7	3	2	0
223.99.228.128/25	971659862318514190	2	7	3	2	0
223.99.231.0/25	971659862318514191	2	7	3	2	0
223.99.235.64/26	971659862318514192	2	7	3	2	0
223.99.238.64/27	971659862318514193	2	7	3	2	0
223.99.242.128/25	971659862318514194	2	7	3	2	0
223.99.243.0/25	971659862318514195	2	7	3	2	0
223.99.243.128/25	971659862318514196	2	7	3	2	0
223.99.247.0/24	971659862318514197	2	7	3	2	0
223.99.248.0/24	971659862318514198	2	7	3	2	0
223.99.249.0/25	971659862318514199	2	7	3	2	0
223.99.249.128/27	971659862318514200	2	7	3	2	0
223.99.250.144/30	971659862318514201	2	7	3	2	0
223.99.254.128/25	971659862318514202	2	7	3	2	0
223.99.255.0/25	971659862318514203	2	7	3	2	0
223.99.255.128/27	971659862318514204	2	7	3	2	0
223.103.2.0/24	971659862322708480	2	7	3	2	0
223.104.2.0/24	971659862322708481	2	7	3	2	0
223.104.187.0/24	971659862322708482	2	7	3	2	0
223.104.188.0/24	971659862322708483	2	7	3	2	0
223.104.189.0/24	971659862322708484	2	7	3	2	0
223.104.190.0/24	971659862322708485	2	7	3	2	0
223.104.191.0/24	971659862322708486	2	7	3	2	0
112.45.244.0/24	971659862322708487	2	14	3	2	0
112.45.245.0/24	971659862322708488	2	14	3	2	0
112.45.246.0/24	971659862322708489	2	14	3	2	0
112.45.247.0/24	971659862322708490	2	14	3	2	0
112.45.248.0/24	971659862322708491	2	14	3	2	0
112.45.249.0/24	971659862322708492	2	14	3	2	0
112.45.250.0/24	971659862322708493	2	14	3	2	0
112.45.251.0/24	971659862322708494	2	14	3	2	0
112.45.252.0/24	971659862322708495	2	14	3	2	0
112.45.253.0/24	971659862322708496	2	14	3	2	0
112.45.254.0/24	971659862322708497	2	14	3	2	0
112.45.255.0/24	971659862322708498	2	14	3	2	0
112.53.160.0/24	971659862322708499	2	14	3	2	0
112.53.161.0/24	971659862322708500	2	14	3	2	0
112.53.162.0/24	971659862322708501	2	14	3	2	0
112.53.163.0/24	971659862322708502	2	14	3	2	0
112.53.164.0/24	971659862322708503	2	14	3	2	0
112.53.165.0/24	971659862322708504	2	14	3	2	0
112.53.166.0/24	971659862322708505	2	14	3	2	0
112.53.167.0/24	971659862322708506	2	14	3	2	0
112.53.168.0/24	971659862322708507	2	14	3	2	0
112.53.169.0/24	971659862322708508	2	14	3	2	0
112.53.170.0/24	971659862322708509	2	14	3	2	0
112.53.171.0/24	971659862322708510	2	14	3	2	0
112.53.172.0/24	971659862322708511	2	14	3	2	0
112.53.173.0/24	971659862322708512	2	14	3	2	0
112.53.174.0/24	971659862326902784	2	14	3	2	0
112.53.175.0/24	971659862326902785	2	14	3	2	0
112.54.88.0/24	971659862326902786	2	14	3	2	0
112.54.89.0/24	971659862326902787	2	14	3	2	0
112.54.90.0/24	971659862326902788	2	14	3	2	0
112.54.91.0/24	971659862326902789	2	14	3	2	0
112.54.92.0/24	971659862326902790	2	14	3	2	0
112.54.93.0/24	971659862326902791	2	14	3	2	0
112.54.94.0/24	971659862326902792	2	14	3	2	0
112.54.95.0/24	971659862326902793	2	14	3	2	0
112.54.200.0/24	971659862326902794	2	14	3	2	0
112.54.201.0/24	971659862326902795	2	14	3	2	0
112.54.202.0/24	971659862326902796	2	14	3	2	0
112.54.203.0/24	971659862326902797	2	14	3	2	0
112.61.192.0/18	971659862326902798	2	14	3	2	0
117.136.15.0/24	971659862326902799	2	14	3	2	0
117.136.62.0/24	971659862326902800	2	14	3	2	0
117.136.63.0/24	971659862326902801	2	14	3	2	0
117.136.64.0/24	971659862326902802	2	14	3	2	0
117.136.65.0/24	971659862326902803	2	14	3	2	0
117.136.69.0/24	971659862326902804	2	14	3	2	0
117.136.70.0/24	971659862326902805	2	14	3	2	0
117.136.82.0/24	971659862326902806	2	14	3	2	0
117.139.0.0/21	971659862326902807	2	14	3	2	0
117.139.8.0/24	971659862326902808	2	14	3	2	0
117.139.9.0/24	971659862326902809	2	14	3	2	0
117.139.10.0/24	971659862326902810	2	14	3	2	0
117.139.11.0/24	971659862326902811	2	14	3	2	0
117.139.12.0/24	971659862326902812	2	14	3	2	0
117.139.13.0/24	971659862326902813	2	14	3	2	0
117.139.14.0/24	971659862326902814	2	14	3	2	0
117.139.15.0/24	971659862326902815	2	14	3	2	0
117.139.26.0/24	971659862326902816	2	14	3	2	0
117.139.27.0/24	971659862331097088	2	14	3	2	0
117.139.28.0/24	971659862331097089	2	14	3	2	0
117.139.29.0/24	971659862331097090	2	14	3	2	0
117.139.30.0/24	971659862331097091	2	14	3	2	0
117.139.31.0/24	971659862331097092	2	14	3	2	0
117.139.32.0/24	971659862331097093	2	14	3	2	0
117.139.33.0/24	971659862331097094	2	14	3	2	0
117.139.34.0/24	971659862331097095	2	14	3	2	0
117.139.35.0/24	971659862331097096	2	14	3	2	0
117.139.36.0/24	971659862331097097	2	14	3	2	0
117.139.37.0/24	971659862331097098	2	14	3	2	0
117.139.38.0/24	971659862331097099	2	14	3	2	0
117.139.39.0/24	971659862331097100	2	14	3	2	0
117.139.40.0/24	971659862331097101	2	14	3	2	0
117.139.41.0/24	971659862331097102	2	14	3	2	0
117.139.42.0/24	971659862331097103	2	14	3	2	0
117.139.43.0/24	971659862331097104	2	14	3	2	0
117.139.44.0/24	971659862331097105	2	14	3	2	0
117.139.45.0/24	971659862331097106	2	14	3	2	0
117.139.46.0/24	971659862331097107	2	14	3	2	0
117.139.47.0/24	971659862331097108	2	14	3	2	0
117.139.48.0/24	971659862331097109	2	14	3	2	0
117.139.49.0/24	971659862331097110	2	14	3	2	0
117.139.50.0/24	971659862331097111	2	14	3	2	0
117.139.51.0/24	971659862331097112	2	14	3	2	0
117.139.52.0/24	971659862331097113	2	14	3	2	0
117.139.53.0/24	971659862331097114	2	14	3	2	0
117.139.54.0/24	971659862331097115	2	14	3	2	0
117.139.55.0/24	971659862331097116	2	14	3	2	0
